section,key,value
results,3d_research.riemannian_curvature.parameters.temperature,0.7
results,3d_research.riemannian_curvature.parameters.max_tokens,256
results,3d_research.riemannian_curvature.parameters.top_k,50
results,3d_research.riemannian_curvature.parameters.top_p,0.95
results,3d_research.riemannian_curvature.parameters.context_window,1024
results,3d_research.riemannian_curvature.parameters.ncrit_threshold,114.0
results,3d_research.riemannian_curvature.parameters.theta_b_deg,7.07
results,3d_research.riemannian_curvature.parameters.beta_caputo,0.5
results,3d_research.riemannian_curvature.parameters.rlhf_pressure,0.0
results,3d_research.riemannian_curvature.parameters.n_layers,6
results,3d_research.riemannian_curvature.parameters.hidden_dim,64
results,3d_research.riemannian_curvature.parameters.n_heads,4
results,3d_research.riemannian_curvature.parameters.vocab_size,256
results,3d_research.riemannian_curvature.parameters.seed,42
results,3d_research.riemannian_curvature.parameters.epochs,3
results,3d_research.riemannian_curvature.parameters.learning_rate,0.001
results,3d_research.riemannian_curvature.parameters.batch_size,4
results,3d_research.riemannian_curvature.parameters.enable_filter,true
results,3d_research.riemannian_curvature.parameters.capture_hidden,true
results,3d_research.riemannian_curvature.parameters.language,en
results,3d_research.riemannian_curvature.parameters.hessian_grid_size,24
results,3d_research.riemannian_curvature.parameters.trajectory_points,64
results,3d_research.riemannian_curvature.parameters.spectral_surface_layers,6
results,3d_research.riemannian_curvature.parameters.pca_components,3
results,3d_research.riemannian_curvature.parameters.attention_flow_3d_resolution,32
results,3d_research.riemannian_curvature.parameters.parameter_space_grid,16
results,3d_research.riemannian_curvature.parameters.curvature_neighbors,8
results,3d_research.riemannian_curvature.parameters.elevation_3d,30
results,3d_research.riemannian_curvature.parameters.azimuth_3d,45
results,3d_research.riemannian_curvature.parameters.color_map_3d,viridis
results,3d_research.riemannian_curvature.data.experiment,riemannian_curvature
results,3d_research.riemannian_curvature.data.n_samples,19048
results,3d_research.riemannian_curvature.data.n_neighbors,8
results,3d_research.riemannian_curvature.data.curvatures,[0.6150644109169896,-0.43211837440550394,-4.693833631122352,-5.7607528992907575,-6.15798498357217,-3.894078269526103,-5.320526655262334,-2.215543595508226,-4.583463240388751,-8.756718274624264,-6.552610295225987,-4.680669277028503,-1.4868898114408386,-5.298854100637422,-1.1239546327208094,-3.5108578648103794,-5.873330392609789,-10.25470852686383,-8.209480253982742,-2.8785610670858386,-4.262597483955748,-7.124718775311857,-4.400568016662021,-3.1187073670020222,-3.3382593594894967,-2.4829777323206
results,3d_research.riemannian_curvature.data.points_3d,[[0.1823657871301133,0.35504651480990385,1.0328564365201647],[0.3320312448884545,0.3697810459076028,1.0385246779969417],[0.3676481487159529,0.3260072364940851,0.9653471922329336],[0.37528862423776627,0.2971639354530721,0.9295527237112756],[0.3657525667987472,0.2605468125634972,0.8282666982003091],[0.3514975513772223,0.18392017308922579,0.7594110192928096],[0.3481703943594359,0.20404407602795765,0.7327100891445523],[0.3567588886070345,0.14088653306507823,0.7159639721799471],[0.3095575344470865,0.
results,3d_research.riemannian_curvature.data.high_curvature_indices,[0,1,12,14,32,41,78,103,105,145,167,222,263,347,374,418,464,541,614,819,866,907,938,939,941,943,952,961,965,1020,1096,1130,1192,1281,1394,1427,1443,1565,1575,1577,1579,1588,1596,1651,1704,1721,1724,1775,1780,1813,1868,1874,2063,2072,2098,2124,2196,2377,2524,2533,2552,2578,2598,2606,2670,2672,2689,2690,2723,2725,2736,2761,2818,2837,2874,2894,2908,2924,2950,3036,3056,3095,3131,3197,3261,3291,3292,3296,3297,3298,3299,3306,3308,3311,3317,3318,3319,3324,3326,3335,3348,3353,3361,3371,3383,3385,3389,33
results,3d_research.riemannian_curvature.data.metrics.mean_curvature,-5.82895582476468
results,3d_research.riemannian_curvature.data.metrics.std_curvature,2.147468276683637
results,3d_research.riemannian_curvature.data.metrics.max_curvature,5.076857446157717
results,3d_research.riemannian_curvature.data.metrics.min_curvature,-13.423349540606687
results,3d_research.riemannian_curvature.data.metrics.n_high_curvature,538
results,3d_research.riemannian_curvature.data.metrics.high_curvature_ratio,0.028244435111297775
results,3d_research.riemannian_curvature.experiment,riemannian_curvature
results,3d_research.riemannian_curvature.n_samples,19048
results,3d_research.riemannian_curvature.n_neighbors,8
results,3d_research.riemannian_curvature.curvatures,[0.6150644109169896,-0.43211837440550394,-4.693833631122352,-5.7607528992907575,-6.15798498357217,-3.894078269526103,-5.320526655262334,-2.215543595508226,-4.583463240388751,-8.756718274624264,-6.552610295225987,-4.680669277028503,-1.4868898114408386,-5.298854100637422,-1.1239546327208094,-3.5108578648103794,-5.873330392609789,-10.25470852686383,-8.209480253982742,-2.8785610670858386,-4.262597483955748,-7.124718775311857,-4.400568016662021,-3.1187073670020222,-3.3382593594894967,-2.4829777323206
results,3d_research.riemannian_curvature.points_3d,[[0.1823657871301133,0.35504651480990385,1.0328564365201647],[0.3320312448884545,0.3697810459076028,1.0385246779969417],[0.3676481487159529,0.3260072364940851,0.9653471922329336],[0.37528862423776627,0.2971639354530721,0.9295527237112756],[0.3657525667987472,0.2605468125634972,0.8282666982003091],[0.3514975513772223,0.18392017308922579,0.7594110192928096],[0.3481703943594359,0.20404407602795765,0.7327100891445523],[0.3567588886070345,0.14088653306507823,0.7159639721799471],[0.3095575344470865,0.
results,3d_research.riemannian_curvature.high_curvature_indices,[0,1,12,14,32,41,78,103,105,145,167,222,263,347,374,418,464,541,614,819,866,907,938,939,941,943,952,961,965,1020,1096,1130,1192,1281,1394,1427,1443,1565,1575,1577,1579,1588,1596,1651,1704,1721,1724,1775,1780,1813,1868,1874,2063,2072,2098,2124,2196,2377,2524,2533,2552,2578,2598,2606,2670,2672,2689,2690,2723,2725,2736,2761,2818,2837,2874,2894,2908,2924,2950,3036,3056,3095,3131,3197,3261,3291,3292,3296,3297,3298,3299,3306,3308,3311,3317,3318,3319,3324,3326,3335,3348,3353,3361,3371,3383,3385,3389,33
results,3d_research.riemannian_curvature.metrics.mean_curvature,-5.82895582476468
results,3d_research.riemannian_curvature.metrics.std_curvature,2.147468276683637
results,3d_research.riemannian_curvature.metrics.max_curvature,5.076857446157717
results,3d_research.riemannian_curvature.metrics.min_curvature,-13.423349540606687
results,3d_research.riemannian_curvature.metrics.n_high_curvature,538
results,3d_research.riemannian_curvature.metrics.high_curvature_ratio,0.028244435111297775
results,3d_research.attention_flow_3d.experiment_id,11
results,3d_research.attention_flow_3d.experiment_name,3D Attention Flow
results,3d_research.attention_flow_3d.experiment_description,Measure attention-weight surface and quantify diagonal-vs-smeared regime.
results,3d_research.attention_flow_3d.name,3D Attention Flow
results,3d_research.attention_flow_3d.description,Measure attention-weight surface and quantify diagonal-vs-smeared regime.
results,3d_research.attention_flow_3d.elapsed_seconds,2.40567E-4
results,3d_research.attention_flow_3d.parameters.temperature,0.7
results,3d_research.attention_flow_3d.parameters.max_tokens,256
results,3d_research.attention_flow_3d.parameters.top_k,50
results,3d_research.attention_flow_3d.parameters.top_p,0.95
results,3d_research.attention_flow_3d.parameters.context_window,1024
results,3d_research.attention_flow_3d.parameters.ncrit_threshold,114.0
results,3d_research.attention_flow_3d.parameters.theta_b_deg,7.07
results,3d_research.attention_flow_3d.parameters.beta_caputo,0.5
results,3d_research.attention_flow_3d.parameters.rlhf_pressure,0.0
results,3d_research.attention_flow_3d.parameters.n_layers,6
results,3d_research.attention_flow_3d.parameters.hidden_dim,64
results,3d_research.attention_flow_3d.parameters.n_heads,4
results,3d_research.attention_flow_3d.parameters.vocab_size,256
results,3d_research.attention_flow_3d.parameters.seed,42
results,3d_research.attention_flow_3d.parameters.epochs,3
results,3d_research.attention_flow_3d.parameters.learning_rate,0.001
results,3d_research.attention_flow_3d.parameters.batch_size,4
results,3d_research.attention_flow_3d.parameters.enable_filter,true
results,3d_research.attention_flow_3d.parameters.capture_hidden,true
results,3d_research.attention_flow_3d.parameters.language,en
results,3d_research.attention_flow_3d.parameters.hessian_grid_size,24
results,3d_research.attention_flow_3d.parameters.trajectory_points,64
results,3d_research.attention_flow_3d.parameters.spectral_surface_layers,6
results,3d_research.attention_flow_3d.parameters.pca_components,3
results,3d_research.attention_flow_3d.parameters.attention_flow_3d_resolution,32
results,3d_research.attention_flow_3d.parameters.parameter_space_grid,16
results,3d_research.attention_flow_3d.parameters.curvature_neighbors,8
results,3d_research.attention_flow_3d.parameters.elevation_3d,30
results,3d_research.attention_flow_3d.parameters.azimuth_3d,45
results,3d_research.attention_flow_3d.parameters.color_map_3d,viridis
results,3d_research.attention_flow_3d.data.experiment,attention_flow_3d
results,3d_research.attention_flow_3d.data.resolution,32
results,3d_research.attention_flow_3d.data.weights,[[0.33259848197320924,0.2935171301456955,0.201731176690631,0.10797891781224397,0.045012309761911694,0.014613357425702963,0.003694835384865027,7.275562252375056E-4,1.1157436079911897E-4,1.3325657092700703E-5,1.2394791878740107E-6,8.978757121860466E-8,5.065468143574145E-9,2.2256113759570196E-10,7.615623337828715E-12,2.0294948760681784E-13,4.212082237086136E-15,6.808196844405138E-17,8.570255029186217E-19,8.40198238751588E-21,6.414992715388571E-23,3.814494102588557E-25,1.7664612198629436E-27,6.37085
results,3d_research.attention_flow_3d.data.spread_per_row,[1.2801426819763806,1.4821514165907377,1.6740156933453867,1.8280586402036423,1.9270887620461927,1.9759040253041844,1.9938982660572933,1.998822371536534,1.999826618080903,1.999980472101164,1.999998312861656,1.9999998879399654,1.9999999942679192,1.9999999997738802,1.999999999993113,1.9999999999998348,5.811439593760103,5.788791163575435,5.743494587640917,5.675648542427848,5.5856139336138035,5.474190300937784,5.342749167957317,5.193283934340957,5.028361728374879,4.850989165444556,4.664422798382352,4
results,3d_research.attention_flow_3d.data.metrics.diagonality_score,4.712844827850434
results,3d_research.attention_flow_3d.data.metrics.smearing_score,3.4293638927134564
results,3d_research.attention_flow_3d.data.metrics.diagonal_to_smeared_ratio,1.374262100870676
results,3d_research.attention_flow_3d.data.metrics.max_weight,0.33259848197320924
results,3d_research.attention_flow_3d.data.metrics.entropy,2.482841129083227
results,3d_research.attention_flow_3d.experiment,attention_flow_3d
results,3d_research.attention_flow_3d.resolution,32
results,3d_research.attention_flow_3d.weights,[[0.33259848197320924,0.2935171301456955,0.201731176690631,0.10797891781224397,0.045012309761911694,0.014613357425702963,0.003694835384865027,7.275562252375056E-4,1.1157436079911897E-4,1.3325657092700703E-5,1.2394791878740107E-6,8.978757121860466E-8,5.065468143574145E-9,2.2256113759570196E-10,7.615623337828715E-12,2.0294948760681784E-13,4.212082237086136E-15,6.808196844405138E-17,8.570255029186217E-19,8.40198238751588E-21,6.414992715388571E-23,3.814494102588557E-25,1.7664612198629436E-27,6.37085
results,3d_research.attention_flow_3d.spread_per_row,[1.2801426819763806,1.4821514165907377,1.6740156933453867,1.8280586402036423,1.9270887620461927,1.9759040253041844,1.9938982660572933,1.998822371536534,1.999826618080903,1.999980472101164,1.999998312861656,1.9999998879399654,1.9999999942679192,1.9999999997738802,1.999999999993113,1.9999999999998348,5.811439593760103,5.788791163575435,5.743494587640917,5.675648542427848,5.5856139336138035,5.474190300937784,5.342749167957317,5.193283934340957,5.028361728374879,4.850989165444556,4.664422798382352,4
results,3d_research.attention_flow_3d.metrics.diagonality_score,4.712844827850434
results,3d_research.attention_flow_3d.metrics.smearing_score,3.4293638927134564
results,3d_research.attention_flow_3d.metrics.diagonal_to_smeared_ratio,1.374262100870676
results,3d_research.attention_flow_3d.metrics.max_weight,0.33259848197320924
results,3d_research.attention_flow_3d.metrics.entropy,2.482841129083227
results,3d_research.ncrit_surface.experiment_id,12
results,3d_research.ncrit_surface.experiment_name,N_crit Collapse Surface (3D)
results,3d_research.ncrit_surface.experiment_description,Compute T_crit(beta, mu_RLHF) surface over Caputo order and RLHF pressure.
results,3d_research.ncrit_surface.name,N_crit Collapse Surface (3D)
results,3d_research.ncrit_surface.description,Compute T_crit(beta, mu_RLHF) surface over Caputo order and RLHF pressure.
results,3d_research.ncrit_surface.elapsed_seconds,8.9611E-5
results,3d_research.ncrit_surface.parameters.temperature,0.7
results,3d_research.ncrit_surface.parameters.max_tokens,256
results,3d_research.ncrit_surface.parameters.top_k,50
results,3d_research.ncrit_surface.parameters.top_p,0.95
results,3d_research.ncrit_surface.parameters.context_window,1024
results,3d_research.ncrit_surface.parameters.ncrit_threshold,114.0
results,3d_research.ncrit_surface.parameters.theta_b_deg,7.07
results,3d_research.ncrit_surface.parameters.beta_caputo,0.5
results,3d_research.ncrit_surface.parameters.rlhf_pressure,0.0
results,3d_research.ncrit_surface.parameters.n_layers,6
results,3d_research.ncrit_surface.parameters.hidden_dim,64
results,3d_research.ncrit_surface.parameters.n_heads,4
results,3d_research.ncrit_surface.parameters.vocab_size,256
results,3d_research.ncrit_surface.parameters.seed,42
results,3d_research.ncrit_surface.parameters.epochs,3
results,3d_research.ncrit_surface.parameters.learning_rate,0.001
results,3d_research.ncrit_surface.parameters.batch_size,4
results,3d_research.ncrit_surface.parameters.enable_filter,true
results,3d_research.ncrit_surface.parameters.capture_hidden,true
results,3d_research.ncrit_surface.parameters.language,en
results,3d_research.ncrit_surface.parameters.hessian_grid_size,24
results,3d_research.ncrit_surface.parameters.trajectory_points,64
results,3d_research.ncrit_surface.parameters.spectral_surface_layers,6
results,3d_research.ncrit_surface.parameters.pca_components,3
results,3d_research.ncrit_surface.parameters.attention_flow_3d_resolution,32
results,3d_research.ncrit_surface.parameters.parameter_space_grid,16
results,3d_research.ncrit_surface.parameters.curvature_neighbors,8
results,3d_research.ncrit_surface.parameters.elevation_3d,30
results,3d_research.ncrit_surface.parameters.azimuth_3d,45
results,3d_research.ncrit_surface.parameters.color_map_3d,viridis
results,3d_research.ncrit_surface.data.experiment,ncrit_surface
results,3d_research.ncrit_surface.data.beta_axis,[0.3,0.32608695652173914,0.3521739130434783,0.37826086956521743,0.4043478260869565,0.43043478260869567,0.4565217391304348,0.4826086956521739,0.5086956521739131,0.5347826086956522,0.5608695652173914,0.5869565217391305,0.6130434782608696,0.6391304347826088,0.6652173913043479,0.691304347826087,0.7173913043478262,0.7434782608695654,0.7695652173913045,0.7956521739130435,0.8217391304347827,0.847826086956522,0.8739130434782609,0.9000000000000001]
results,3d_research.ncrit_surface.data.rlhf_axis,[0.0,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2608695652173913,0.30434782608695654,0.34782608695652173,0.3913043478260869,0.43478260869565216,0.4782608695652174,0.5217391304347826,0.5652173913043478,0.6086956521739131,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.7826086956521738,0.8260869565217391,0.8695652173913043,0.9130434782608695,0.9565217391304348,1.0]
results,3d_research.ncrit_surface.data.t_crit_grid,[[121875.26697179954,44560.59019101379,20594.6390369879,11009.413680669817,6499.556678668422,4123.810350935414,2763.574820637555,1933.2876976460523,1400.0916878275877,1043.2620641807257,796.1545673537679,620.0283186524046,491.3662093370702,395.3567941460329,322.3708405958296,265.97283885363004,221.75607340834048,186.63747686950657,158.41828541526067,135.50317442233623,116.71652393588546,101.17970323341811,88.22755395880398,77.35056945093885],[69758.11261414121,27643.13200543274,13589.58635813813
results,3d_research.ncrit_surface.data.n_crit_base,114.0
results,3d_research.ncrit_surface.data.theta_b_rad,0.12339477811599911
results,3d_research.ncrit_surface.data.metrics.t_crit_min,77.35056945093885
results,3d_research.ncrit_surface.data.metrics.t_crit_max,121875.26697179954
results,3d_research.ncrit_surface.data.metrics.t_crit_mean,1465.0439491399447
results,3d_research.ncrit_surface.data.metrics.t_crit_at_beta_0_5_rlhf_0,7487.05957001692
results,3d_research.ncrit_surface.data.metrics.t_crit_at_beta_0_5_rlhf_1,90.3316721676805
results,3d_research.ncrit_surface.experiment,ncrit_surface
results,3d_research.ncrit_surface.beta_axis,[0.3,0.32608695652173914,0.3521739130434783,0.37826086956521743,0.4043478260869565,0.43043478260869567,0.4565217391304348,0.4826086956521739,0.5086956521739131,0.5347826086956522,0.5608695652173914,0.5869565217391305,0.6130434782608696,0.6391304347826088,0.6652173913043479,0.691304347826087,0.7173913043478262,0.7434782608695654,0.7695652173913045,0.7956521739130435,0.8217391304347827,0.847826086956522,0.8739130434782609,0.9000000000000001]
results,3d_research.ncrit_surface.rlhf_axis,[0.0,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2608695652173913,0.30434782608695654,0.34782608695652173,0.3913043478260869,0.43478260869565216,0.4782608695652174,0.5217391304347826,0.5652173913043478,0.6086956521739131,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.7826086956521738,0.8260869565217391,0.8695652173913043,0.9130434782608695,0.9565217391304348,1.0]
results,3d_research.ncrit_surface.t_crit_grid,[[121875.26697179954,44560.59019101379,20594.6390369879,11009.413680669817,6499.556678668422,4123.810350935414,2763.574820637555,1933.2876976460523,1400.0916878275877,1043.2620641807257,796.1545673537679,620.0283186524046,491.3662093370702,395.3567941460329,322.3708405958296,265.97283885363004,221.75607340834048,186.63747686950657,158.41828541526067,135.50317442233623,116.71652393588546,101.17970323341811,88.22755395880398,77.35056945093885],[69758.11261414121,27643.13200543274,13589.58635813813
results,3d_research.ncrit_surface.n_crit_base,114.0
results,3d_research.ncrit_surface.theta_b_rad,0.12339477811599911
results,3d_research.ncrit_surface.metrics.t_crit_min,77.35056945093885
results,3d_research.ncrit_surface.metrics.t_crit_max,121875.26697179954
results,3d_research.ncrit_surface.metrics.t_crit_mean,1465.0439491399447
results,3d_research.ncrit_surface.metrics.t_crit_at_beta_0_5_rlhf_0,7487.05957001692
results,3d_research.ncrit_surface.metrics.t_crit_at_beta_0_5_rlhf_1,90.3316721676805
results,3d_research.parameter_space.experiment_id,13
results,3d_research.parameter_space.experiment_name,Parameter Space Sweep (3D)
results,3d_research.parameter_space.experiment_description,Sweep (temperature, top_p) and measure hallucination-rate surface.
results,3d_research.parameter_space.name,Parameter Space Sweep (3D)
results,3d_research.parameter_space.description,Sweep (temperature, top_p) and measure hallucination-rate surface.
results,3d_research.parameter_space.elapsed_seconds,8.0752E-5
results,3d_research.parameter_space.parameters.temperature,0.7
results,3d_research.parameter_space.parameters.max_tokens,256
results,3d_research.parameter_space.parameters.top_k,50
results,3d_research.parameter_space.parameters.top_p,0.95
results,3d_research.parameter_space.parameters.context_window,1024
results,3d_research.parameter_space.parameters.ncrit_threshold,114.0
results,3d_research.parameter_space.parameters.theta_b_deg,7.07
results,3d_research.parameter_space.parameters.beta_caputo,0.5
results,3d_research.parameter_space.parameters.rlhf_pressure,0.0
results,3d_research.parameter_space.parameters.n_layers,6
results,3d_research.parameter_space.parameters.hidden_dim,64
results,3d_research.parameter_space.parameters.n_heads,4
results,3d_research.parameter_space.parameters.vocab_size,256
results,3d_research.parameter_space.parameters.seed,42
results,3d_research.parameter_space.parameters.epochs,3
results,3d_research.parameter_space.parameters.learning_rate,0.001
results,3d_research.parameter_space.parameters.batch_size,4
results,3d_research.parameter_space.parameters.enable_filter,true
results,3d_research.parameter_space.parameters.capture_hidden,true
results,3d_research.parameter_space.parameters.language,en
results,3d_research.parameter_space.parameters.hessian_grid_size,24
results,3d_research.parameter_space.parameters.trajectory_points,64
results,3d_research.parameter_space.parameters.spectral_surface_layers,6
results,3d_research.parameter_space.parameters.pca_components,3
results,3d_research.parameter_space.parameters.attention_flow_3d_resolution,32
results,3d_research.parameter_space.parameters.parameter_space_grid,16
results,3d_research.parameter_space.parameters.curvature_neighbors,8
results,3d_research.parameter_space.parameters.elevation_3d,30
results,3d_research.parameter_space.parameters.azimuth_3d,45
results,3d_research.parameter_space.parameters.color_map_3d,viridis
results,3d_research.parameter_space.data.experiment,parameter_space
results,3d_research.parameter_space.data.temp_axis,[0.0,0.13333333333333333,0.26666666666666666,0.4,0.5333333333333333,0.6666666666666666,0.8,0.9333333333333333,1.0666666666666667,1.2,1.3333333333333333,1.4666666666666666,1.6,1.7333333333333334,1.8666666666666667,2.0]
results,3d_research.parameter_space.data.topp_axis,[0.5,0.5333333333333333,0.5666666666666667,0.6,0.6333333333333333,0.6666666666666666,0.7,0.7333333333333334,0.7666666666666666,0.8,0.8333333333333333,0.8666666666666667,0.9,0.9333333333333333,0.9666666666666667,1.0]
results,3d_research.parameter_space.data.hallucination_grid,[[0.014551273600657362,0.02486324375960194,0.02857193775546326,0.03913789277469783,0.0581060763335116,0.07406131691546873,0.07456830421465631,0.08390638165966931,0.09886326611142332,0.11644700449544604,0.13037429890142466,0.13191633705692113,0.14938341551796935,0.15331540370445243,0.16033041009985807,0.1798686130838692],[0.004195351377326641,0.030426552592826075,0.03125882906389636,0.05347025310093489,0.07065454875562784,0.08095698274364563,0.09504390862045917,0.11240084505730066,0.1118862460170
results,3d_research.parameter_space.data.metrics.hallucination_min,0.002795791905737217
results,3d_research.parameter_space.data.metrics.hallucination_max,0.926438103754195
results,3d_research.parameter_space.data.metrics.hallucination_at_T0,0.09489157349906817
results,3d_research.parameter_space.data.metrics.hallucination_at_T2,0.4695915418276607
results,3d_research.parameter_space.data.metrics.hallucination_at_P05,0.012756124699441436
results,3d_research.parameter_space.data.metrics.hallucination_at_P1,0.5848214088635507
results,3d_research.parameter_space.experiment,parameter_space
results,3d_research.parameter_space.temp_axis,[0.0,0.13333333333333333,0.26666666666666666,0.4,0.5333333333333333,0.6666666666666666,0.8,0.9333333333333333,1.0666666666666667,1.2,1.3333333333333333,1.4666666666666666,1.6,1.7333333333333334,1.8666666666666667,2.0]
results,3d_research.parameter_space.topp_axis,[0.5,0.5333333333333333,0.5666666666666667,0.6,0.6333333333333333,0.6666666666666666,0.7,0.7333333333333334,0.7666666666666666,0.8,0.8333333333333333,0.8666666666666667,0.9,0.9333333333333333,0.9666666666666667,1.0]
results,3d_research.parameter_space.hallucination_grid,[[0.014551273600657362,0.02486324375960194,0.02857193775546326,0.03913789277469783,0.0581060763335116,0.07406131691546873,0.07456830421465631,0.08390638165966931,0.09886326611142332,0.11644700449544604,0.13037429890142466,0.13191633705692113,0.14938341551796935,0.15331540370445243,0.16033041009985807,0.1798686130838692],[0.004195351377326641,0.030426552592826075,0.03125882906389636,0.05347025310093489,0.07065454875562784,0.08095698274364563,0.09504390862045917,0.11240084505730066,0.1118862460170
results,3d_research.parameter_space.metrics.hallucination_min,0.002795791905737217
results,3d_research.parameter_space.metrics.hallucination_max,0.926438103754195
results,3d_research.parameter_space.metrics.hallucination_at_T0,0.09489157349906817
results,3d_research.parameter_space.metrics.hallucination_at_T2,0.4695915418276607
results,3d_research.parameter_space.metrics.hallucination_at_P05,0.012756124699441436
results,3d_research.parameter_space.metrics.hallucination_at_P1,0.5848214088635507
results,3d_research.coalition_drift.experiment_id,14
results,3d_research.coalition_drift.experiment_name,Coalitional Deception Drift (3D)
results,3d_research.coalition_drift.experiment_description,Simulate multi-agent deception drift across coalition rounds (SCEN-COAL-09).
results,3d_research.coalition_drift.name,Coalitional Deception Drift (3D)
results,3d_research.coalition_drift.description,Simulate multi-agent deception drift across coalition rounds (SCEN-COAL-09).
results,3d_research.coalition_drift.elapsed_seconds,2.313E-5
results,3d_research.coalition_drift.parameters.temperature,0.7
results,3d_research.coalition_drift.parameters.max_tokens,256
results,3d_research.coalition_drift.parameters.top_k,50
results,3d_research.coalition_drift.parameters.top_p,0.95
results,3d_research.coalition_drift.parameters.context_window,1024
results,3d_research.coalition_drift.parameters.ncrit_threshold,114.0
results,3d_research.coalition_drift.parameters.theta_b_deg,7.07
results,3d_research.coalition_drift.parameters.beta_caputo,0.5
results,3d_research.coalition_drift.parameters.rlhf_pressure,0.0
results,3d_research.coalition_drift.parameters.n_layers,6
results,3d_research.coalition_drift.parameters.hidden_dim,64
results,3d_research.coalition_drift.parameters.n_heads,4
results,3d_research.coalition_drift.parameters.vocab_size,256
results,3d_research.coalition_drift.parameters.seed,42
results,3d_research.coalition_drift.parameters.epochs,3
results,3d_research.coalition_drift.parameters.learning_rate,0.001
results,3d_research.coalition_drift.parameters.batch_size,4
results,3d_research.coalition_drift.parameters.enable_filter,true
results,3d_research.coalition_drift.parameters.capture_hidden,true
results,3d_research.coalition_drift.parameters.language,en
results,3d_research.coalition_drift.parameters.hessian_grid_size,24
results,3d_research.coalition_drift.parameters.trajectory_points,64
results,3d_research.coalition_drift.parameters.spectral_surface_layers,6
results,3d_research.coalition_drift.parameters.pca_components,3
results,3d_research.coalition_drift.parameters.attention_flow_3d_resolution,32
results,3d_research.coalition_drift.parameters.parameter_space_grid,16
results,3d_research.coalition_drift.parameters.curvature_neighbors,8
results,3d_research.coalition_drift.parameters.elevation_3d,30
results,3d_research.coalition_drift.parameters.azimuth_3d,45
results,3d_research.coalition_drift.parameters.color_map_3d,viridis
results,3d_research.coalition_drift.data.experiment,coalition_drift
results,3d_research.coalition_drift.data.n_agents,2
results,3d_research.coalition_drift.data.n_rounds,4
results,3d_research.coalition_drift.data.per_round,[[0.2728381063094611,0.3183881589796557],[0.3510026672621821,0.39786019427201325],[0.4956195527614556,0.5536924559126531],[0.5936555718520254,0.632067131946439]]
results,3d_research.coalition_drift.data.metrics.initial_mean_deception,0.2956131326445584
results,3d_research.coalition_drift.data.metrics.final_mean_deception,0.6128613518992323
results,3d_research.coalition_drift.data.metrics.drift,0.3172482192546739
results,3d_research.coalition_drift.data.metrics.convergence_variance,3.6886198722168684E-4
results,3d_research.coalition_drift.experiment,coalition_drift
results,3d_research.coalition_drift.n_agents,2
results,3d_research.coalition_drift.n_rounds,4
results,3d_research.coalition_drift.per_round,[[0.2728381063094611,0.3183881589796557],[0.3510026672621821,0.39786019427201325],[0.4956195527614556,0.5536924559126531],[0.5936555718520254,0.632067131946439]]
results,3d_research.coalition_drift.metrics.initial_mean_deception,0.2956131326445584
results,3d_research.coalition_drift.metrics.final_mean_deception,0.6128613518992323
results,3d_research.coalition_drift.metrics.drift,0.3172482192546739
results,3d_research.coalition_drift.metrics.convergence_variance,3.6886198722168684E-4
results,experiments,[{"id":"6","name":"Hessian Loss Landscape (3D)","elapsed_seconds":0.084223131},{"id":"7","name":"Manifold Geometry (3D PCA)","elapsed_seconds":7.338388076},{"id":"8","name":"Reasoning Trajectory Analysis (3D)","elapsed_seconds":0.777072033},{"id":"9","name":"Spectral Surface Regression (3D)","elapsed_seconds":2.535836051},{"id":"10","name":"Riemannian Curvature (3D)","elapsed_seconds":75.483910263},{"id":"11","name":"3D Attention Flow","elapsed_seconds":2.40567E-4},{"id":"12","name":"N_crit Coll
results,experiment_name,ALL_3D_EXPERIMENTS
results,language,java
results,version,en
results,timestamp,2026-08-13T11:04:31.023629821
log,line_00000,[2026-08-13 11:03:04] RMT-LLM Laboratory started (Java, English)
log,line_00001,[2026-08-13 11:03:04] === RUNNING ALL 3D EXPERIMENTS (v1.4.0) ===
log,line_00002,[2026-08-13 11:04:31] 3D experiments done: 9 succeeded, 0 failed
log,line_00003,[2026-08-13 11:04:31] Results saved: /home/z/my-project/rmt-llm-research/laboratory/java/lab_en/../../results/reports/20260813_110431_ALL_3D_results.json
log,line_00004,[2026-08-13 11:04:31] Charts: 32 files in /home/z/my-project/rmt-llm-research/laboratory/java/lab_en/../../results/charts/20260813_110431_ALL_3D
